Date;TMin;TMax;Pluie;ETP;Rgi_MF
01/02/2022;2.1;8.9;1;0.9;243.0956498
02/02/2022;6.5;10;0.4;0.5;246.9853223
03/02/2022;6.4;8.7;0;0.7;255.7652685
04/02/2022;5.5;8;1.6;0.8;255.0022082
05/02/2022;0;7.9;0;0.7;659.1461843
06/02/2022;2.9;9.3;17.4;0.6;263.327288
07/02/2022;1.4;7.6;0;1.2;855.2353613
08/02/2022;-1;8.6;0;0.2;308.3050962
09/02/2022;0.8;12.4;0;1;835.2319087
10/02/2022;3.9;7.8;0;0.9;280.8579869
11/02/2022;1.5;6.6;0;1.1;587.1129433
12/02/2022;-4.9;6.4;0;0.6;811.036929
13/02/2022;-4.3;11.8;0;0.8;883.7934044
14/02/2022;7.5;11.9;0.2;2;506.1294926
15/02/2022;5.6;10.4;1.4;1.6;617.7789564
16/02/2022;6.4;13;4.2;1;310.4110239
17/02/2022;10.1;12.8;0.2;2.5;724.5584687
18/02/2022;7.9;13.6;0.8;2.1;319.0981033
19/02/2022;3;10;0.2;2.1;938.5064908
20/02/2022;5.9;10.6;8.1;1;329.2424424
21/02/2022;5;8.3;4.4;1.4;642.9071044
22/02/2022;5.8;9.8;1.6;1.1;491.3822173
23/02/2022;2.7;13.2;0;1.2;917.1177956
24/02/2022;4;12.4;3.2;1.7;580.7166584
25/02/2022;1.7;8.8;2.8;1.4;851.3421523
26/02/2022;-3.7;6.8;0;0.9;1176.129237
27/02/2022;-2.4;9.4;0;1.7;1244.25109
28/02/2022;-3.6;10.8;0;1.3;1241.310015
01/03/2022;-3.9;10.4;0;1.3;1067.335412
02/03/2022;-2.1;8.8;0;1.2;739.5039494
03/03/2022;-3.6;12.8;0;1.1;1315.362463
04/03/2022;-2.7;11.1;0;2.1;1409.426111
05/03/2022;-4.8;8.6;0;1.6;1409.211441
06/03/2022;-4.2;7.2;0;1.8;1369.116203
07/03/2022;-3.2;5.5;0;2;1446.464452
08/03/2022;-5.1;10.1;0;1.7;1473.871253
09/03/2022;-5.5;14.3;0;1.4;1466.982229
10/03/2022;-3.9;15.4;0;1.6;1463.081511
11/03/2022;-0.1;15.9;0.2;2.2;1261.866292
12/03/2022;7.7;14.1;0.2;2.7;881.9212969
13/03/2022;3.1;12.7;5.2;0.8;626.8786535
14/03/2022;6.3;14.4;2.6;2.3;1395.279946
15/03/2022;5.9;13.3;2.4;0.8;498.9687477
16/03/2022;7.2;14.3;0;1.5;788.48796
17/03/2022;7.4;10.5;0.4;1;511.6442874
18/03/2022;5.2;13.2;0;2.9;1265.495646
19/03/2022;2.4;13.9;0;2.9;1645.39577
20/03/2022;2.9;15.9;0.2;2.3;1216.246964
21/03/2022;4.1;18.7;0;2.7;1627.598487
22/03/2022;0.9;18.1;0;2.2;1739.142573
23/03/2022;-0.5;18;0;2.1;1745.378303
24/03/2022;-0.5;19.3;0;2.4;1760.205755
25/03/2022;0.2;18.3;0;2.6;1805.670523
26/03/2022;4;19.4;0;3.9;1804.06279
27/03/2022;4.4;20.6;0;3.5;1868.969956
28/03/2022;0.4;22.4;0;2.7;1754.865556
29/03/2022;4.6;18;0;2.6;967.1629197
30/03/2022;9.5;12.5;4.8;1.4;593.6747123
31/03/2022;4.3;8.9;3.4;0.6;599.8871336
01/04/2022;1.2;4.1;0.8;1.2;628.8072001
02/04/2022;0.1;3.1;1.8;0.9;671.5266966
03/04/2022;-1.3;5.8;0;1.6;1038.518949
04/04/2022;-6;9.9;0.2;1.8;1745.6113
05/04/2022;5.7;9.7;0.2;0.6;630.5670672
06/04/2022;9;12.7;1;2.1;773.5943569
07/04/2022;8.8;13.2;8;1.9;740.3587367
08/04/2022;6.4;13.9;33.3;2;648.6076339
09/04/2022;1;9.7;0;2;1667.187824
10/04/2022;-1.8;12.3;0;2;1998.618893
11/04/2022;0.2;18.9;0;2.6;2022.009854
12/04/2022;3.5;21.4;0;3.4;1894.879137
13/04/2022;10.6;22.6;0;3.9;1780.064311
14/04/2022;10.9;19.8;0;3;1823.629189
15/04/2022;7;20.1;0;3;1921.878721
