Date;TMin;TMax;Pluie;ETP;Rgi_MF
01/02/2022;1.2;10.1;0;0.14;271.1333341
02/02/2022;6.8;7.9;0;0.27;273.8566728
03/02/2022;5.3;7.1;0;0.27;277.8108476
04/02/2022;6.2;12.9;0.6;0.92;418.2507159
05/02/2022;-0.6;12.5;0.2;0.4;797.0568245
06/02/2022;2.6;10.9;0.8;0.05;290.1172603
07/02/2022;7.1;12.9;0;1.09;646.8234697
08/02/2022;1.2;14.2;0;0.72;912.8911282
09/02/2022;4.4;11.5;0;1.03;664.9550966
10/02/2022;3.7;12;1;0.24;537.9428102
11/02/2022;1.1;9.7;0;1.1;1013.359764
12/02/2022;0.4;10.9;0;1.26;913.9625336
13/02/2022;0.6;14.4;2;0.83;795.48865
14/02/2022;5.6;11.7;1.2;1.09;650.1557325
15/02/2022;0.6;11.2;15.5;0.32;481.847492
16/02/2022;8.7;12.7;2.2;0.08;335.4833166
17/02/2022;11.1;13.9;2.6;0.91;454.986021
18/02/2022;8.4;12.2;0.8;1.38;395.9575189
19/02/2022;0.2;11.4;0.6;0.86;1051.282016
20/02/2022;7.2;12.6;5;0.43;511.3331576
21/02/2022;5.7;12.3;0;1.56;705.9243968
22/02/2022;3.1;11.9;0.2;0.47;428.004455
23/02/2022;8.9;14.8;2.4;1.5;695.5079502
24/02/2022;3.4;12.6;0.6;1.29;751.161783
25/02/2022;-1.1;12.6;0.2;1.03;1123.470847
26/02/2022;3;12.3;0;2.29;1326.727883
27/02/2022;2.6;15.6;0;1.76;1252.971831
28/02/2022;2.1;18.1;0;1.41;1281.836277
01/03/2022;7.6;16.6;0.2;1.97;1030.286635
02/03/2022;7.9;12.5;0.8;1.08;529.9680375
03/03/2022;8;13;0;0.98;717.9038727
04/03/2022;7.9;9.9;1.2;0.79;457.0935017
05/03/2022;1.6;13.1;0.2;1.28;1044.674577
06/03/2022;5.9;12.2;0;2.04;1356.193091
07/03/2022;-1.3;10.3;0;1.97;1552.515116
08/03/2022;3.4;11.5;1;1.08;683.4245115
09/03/2022;5.5;16.1;0;2.31;1330.431291
10/03/2022;9.1;12.3;0.2;1.59;576.8260794
11/03/2022;8.1;14.2;8.3;1.5;695.9222498
12/03/2022;6.5;13.8;4.6;1.78;1171.462829
13/03/2022;6.9;12.4;7.9;1.59;757.2767997
14/03/2022;3.4;15.5;0.8;1.73;1177.307748
15/03/2022;9.9;18.2;0;2.26;950.8238407
16/03/2022;10.7;14.4;0;1.28;529.8441266
17/03/2022;7.7;10.5;0;2.05;780.3846704
18/03/2022;4.5;15.3;0;2.68;1128.898195
19/03/2022;6.6;16.8;0;2.73;1226.502192
20/03/2022;8.2;16.3;0;2.5;1183.679624
21/03/2022;8.1;18.5;0;2.92;1478.927164
22/03/2022;6.1;17.5;0;3.34;1772.74316
23/03/2022;6.1;17.1;0;3.3;1835.331165
24/03/2022;3.3;19.1;0;3.22;1899.425283
25/03/2022;6.2;22.2;0;3.66;1843.188155
26/03/2022;6.6;22.5;0;4.68;1844.496662
27/03/2022;5.8;22.5;0;3.52;1785.616924
28/03/2022;9.4;20.8;0;3.05;1611.570863
29/03/2022;10.1;18.2;0;2.39;1146.211345
30/03/2022;6.5;15.7;0.6;0.96;666.9056014
31/03/2022;2.8;13.1;1.6;1.64;1011.377444
01/04/2022;-1.7;9;2.4;2.02;1513.76125
02/04/2022;-0.6;10.6;0;2.06;1629.4629
03/04/2022;-1.5;9.4;0.2;1.63;1157.824765
04/04/2022;-2.2;13.1;0.2;2.05;2138.922942
05/04/2022;6.2;11.8;3;0.69;649.8390582
06/04/2022;8.4;12.9;11.1;1.46;826.3968238
07/04/2022;10;14;26.8;0.62;661.3003092
08/04/2022;9.2;13.6;5.8;1.91;666.9755779
09/04/2022;0.1;14.7;0;2.25;2115.695755
10/04/2022;2.3;16.7;0;2.89;2228.137323
11/04/2022;8.2;23.1;0.6;4.68;1917.82979
12/04/2022;11;16.5;0.4;2.23;881.2772866
13/04/2022;9.6;19.3;0;2.28;1440.043336
14/04/2022;9.7;23.5;0;3.15;2181.354257
15/04/2022;10.3;24.5;0;4.01;2238.369243
16/04/2022;10.4;24;0;3.88;2314.868891
17/04/2022;6.1;23.4;0.2;4.04;2314.556061
18/04/2022;5.2;20.4;0;2.8;2002.050517
19/04/2022;7.4;18.1;0.4;3.31;1882.860707
20/04/2022;9;19.1;0;2.23;989.5578234
21/04/2022;9.4;22.3;0;3.75;2207.077257
22/04/2022;7.6;19.9;0;2.43;1790.875476
23/04/2022;10.6;17.7;1;2.38;1295.066097
24/04/2022;10.4;15.6;9.9;1.48;910.1353262
25/04/2022;10.5;16.5;1;2.47;1115.461509
26/04/2022;6.1;19.6;0;3.38;2481.420263
27/04/2022;8.9;21.4;0;4.52;2211.994631
28/04/2022;9.9;22.9;0;3.65;2026.535621
29/04/2022;9.8;23.8;0;3.31;2220.762006
30/04/2022;8.6;21.3;0;3.84;2335.454895
01/05/2022;7.9;21.3;0;4.11;2167.911052
02/05/2022;8.5;22.2;0;4.46;2403.83172
03/05/2022;9.4;23.6;0;4.26;2186.292538
04/05/2022;7.9;21.2;0;2.84;1737.785347
05/05/2022;8.3;22.2;0;3.77;2428.024406
06/05/2022;8.8;23.9;0;4.14;2466.471506
07/05/2022;11.8;24.4;0;4.6;2362.189963
08/05/2022;11.4;26.4;0;4.91;2394.212717
09/05/2022;11.8;28;0;5.19;2569.344126
10/05/2022;13.8;28.4;0.2;5.56;2496.536436
11/05/2022;11.5;24.2;0;4.73;2506.728041
12/05/2022;12.4;21.4;0;2.49;1155.881393
13/05/2022;13.8;26.5;0;4.82;2206.868933
14/05/2022;13.1;28.4;0.2;5.34;2456.754096
15/05/2022;17.5;30;0;6.51;2259.750251
16/05/2022;13.8;28.5;0;5.34;2396.870382
17/05/2022;16;31;0;6.45;2542.264019
18/05/2022;13.3;31.2;1.2;5.64;2475.98429
19/05/2022;14.9;26.9;2;4.63;2147.587137
20/05/2022;18.1;26.3;0;4.66;1696.140449
21/05/2022;12.2;30.6;0;5.52;2592.084973
22/05/2022;18;30.9;0.6;5.86;1885.923172
23/05/2022;15.7;20.3;5.4;3.68;1516.26665
24/05/2022;9.3;18.8;0.4;3.59;2094.483284
25/05/2022;7.1;21.8;0.2;3.56;2421.08831
26/05/2022;13;20.3;0;2.46;1172.43257
27/05/2022;14.1;23.1;0.2;4.3;2124.314351
28/05/2022;11.5;26.3;0;5.94;2966.43717
29/05/2022;10.1;21.8;0;5.82;2996.941585
30/05/2022;7.8;22.5;0;5.22;2892.315946
31/05/2022;9.1;25.5;2.2;5.36;2713.880282
01/06/2022;11;26.2;0;5.09;2511.971514
02/06/2022;15.4;30.3;0.6;6.31;2646.806737
03/06/2022;18.1;28.2;0.2;4.78;2009.010265
04/06/2022;15.7;27.5;0.2;4.72;2135.330016
05/06/2022;15.4;22.2;0;4.09;1747.497502
06/06/2022;12.5;20.5;2.2;2.35;1349.14906
07/06/2022;13.4;22.9;10.5;4.47;2259.18767
08/06/2022;15.1;23;0.4;4.36;2080.333311
09/06/2022;13.1;22.2;0;4.03;2319.791875
