Date;TMin;TMax;Pluie;ETP;Rgi_MF
01/02/2018;5.2;10.2;0;0.49;625.9336349
02/02/2018;0.4;9.4;0;0.26;822.7119293
03/02/2018;1.4;9.5;2.5;0.32;387.3654186
04/02/2018;0.9;7.3;0;0.38;416.8685471
05/02/2018;-0.1;4.3;0;0.8;931.6792318
06/02/2018;-2.1;5.1;0.2;0.33;582.0368717
07/02/2018;-0.3;4.4;0;0.46;551.4621954
08/02/2018;-0.7;7.8;0;0.41;857.6212996
09/02/2018;-2.1;9;5.2;0.54;491.7862143
10/02/2018;-2.1;10.9;4;0.36;929.5544985
11/02/2018;6.6;11.1;1;0.66;773.4957948
12/02/2018;-2;8.5;0;0.4;1081.151858
13/02/2018;1.6;9.1;8;0.76;474.5055975
14/02/2018;0.4;11.9;10;0.16;331.4657769
15/02/2018;9;14.4;0.5;0.65;413.9615197
16/02/2018;8.1;11.8;8.5;0.69;546.2524698
17/02/2018;8;10.7;1.5;0.9;800.6145425
18/02/2018;3.1;9;5;0.22;350.7333774
19/02/2018;6.4;10.2;1;0.39;355.6780343
20/02/2018;9.5;13.8;0;1.44;605.4627736
21/02/2018;3.2;8.1;0;1.29;1067.280558
22/02/2018;-1.4;8.3;0;1.16;1205.391122
23/02/2018;-2.3;5.9;0;1.09;1161.639309
24/02/2018;-2.2;7.9;0;1.08;1185.843382
25/02/2018;-1.3;7.4;0;1.66;1238.730971
26/02/2018;-2.8;3.2;0;2.26;1331.988623
27/02/2018;-5.8;0.9;0;1.61;1349.165099
28/02/2018;-6.9;1.3;1;1.16;566.6427074
01/03/2018;-3.1;14.7;7;0.62;725.1688825
02/03/2018;6.7;11.6;0.5;2.08;1327.550514
03/03/2018;5.1;14.4;4.5;1.48;1336.938723
04/03/2018;7.5;13;6.5;1.29;1087.063849
05/03/2018;5.1;13.3;0;1.07;867.7455203
06/03/2018;3.2;11;9.5;0.86;731.9737605
07/03/2018;6;12.2;1;1.46;1323.840136
08/03/2018;4.2;15.1;0.5;1.53;1350.063019
09/03/2018;8.6;16.7;1.5;1.36;759.7235638
10/03/2018;11.3;16.6;0;1.5;928.1209486
11/03/2018;10.3;15.5;0.5;2.09;974.112171
12/03/2018;9;12.5;6;1.7;974.1951563
13/03/2018;6.6;14;0;1.67;1516.046058
14/03/2018;4.5;15.8;4.5;1.37;967.2737163
15/03/2018;6.6;12.8;11.5;1.15;840.3897952
16/03/2018;4.5;13.1;7.5;1.39;1161.664668
17/03/2018;3.8;10.9;0;1.24;1233.491114
18/03/2018;1.6;10.4;1;1.4;1528.722707
19/03/2018;0.1;2.4;12;0.21;553.1149604
20/03/2018;0.7;9.7;0.5;2.39;1718.825295
21/03/2018;-0.6;9.9;0;2.1;1840.062092
22/03/2018;-2.1;9.4;0;1.6;1823.047015
23/03/2018;3.5;10.9;6.5;0.66;577.2825473
24/03/2018;6.2;13.9;2;1.71;1320.632319
25/03/2018;7.3;13.1;0;1.47;799.9917843
26/03/2018;6.5;11.6;2.5;1.89;1555.274966
27/03/2018;8.4;12.2;6;0.49;601.2377631
28/03/2018;9.2;12.3;5.5;1.24;637.4689911
29/03/2018;3.1;12.8;5;1.62;1319.66003
30/03/2018;5.9;12.6;9;2.29;1561.751635
31/03/2018;5.8;11;4.5;2.1;1552.509908
01/04/2018;4.3;14.9;0.5;1.81;1364.805597
02/04/2018;8.8;17.1;0.5;1.96;925.6187642
03/04/2018;10;15.6;5;1.88;1015.821477
04/04/2018;7.7;14.2;4;1.9;1196.976971
05/04/2018;9.1;16;0;3.06;2052.621436
06/04/2018;6.8;23.5;0;3.26;2004.08041
07/04/2018;11.6;14.3;22.5;0.79;665.1193478
08/04/2018;10.7;14.5;0.5;1.35;778.8515746
09/04/2018;10.5;14.3;1.5;1.28;682.1962048
10/04/2018;7.1;16;23;1.73;1017.297073
11/04/2018;8.1;15.5;3;1.81;987.2933536
12/04/2018;10.1;16.3;0.5;2.47;1583.186574
13/04/2018;6.8;19.2;9.5;2.55;1789.601321
14/04/2018;10.4;16.3;0.5;2.71;1835.697276
15/04/2018;8;16.7;0.5;2.22;1507.090966
16/04/2018;9.1;15.7;0;2.91;2102.890385
17/04/2018;6.4;21.5;0;3.44;2340.891612
18/04/2018;10.1;27.7;0;4.24;2370.90441
19/04/2018;12.1;27.6;0;4.37;2347.304513
20/04/2018;10;27.3;0;4.15;2341.681653
21/04/2018;12.6;26.3;0;4.26;2330.794357
22/04/2018;13.4;21;0;3.22;1860.144837
23/04/2018;12.6;17.4;0;3.36;2078.320868
24/04/2018;8;16.8;0;3.08;2203.135854
25/04/2018;11.4;16.3;1;2.73;1509.071869
26/04/2018;7.3;16.1;0;3.21;2271.598982
27/04/2018;5.3;16.6;0;3.04;2003.965457
28/04/2018;7.7;13.9;0;1.29;772.9099811
29/04/2018;9.1;14.5;0.5;1.9;1107.445664
30/04/2018;8.7;13.7;0;2.82;1747.091549
01/05/2018;5.3;13.8;0;3.46;2584.303578
02/05/2018;4.3;13.4;2;1.34;1016.803981
03/05/2018;8.1;17.8;0.5;3.98;2194.990766
04/05/2018;5.6;20.2;0;4.3;2642.707183
05/05/2018;8.1;24.9;0;4.63;2539.222222
06/05/2018;11.2;22.5;0;3.77;2242.654014
07/05/2018;11.1;24.1;0;4.39;2565.756427
08/05/2018;14.4;17.7;0;3.66;2086.150638
09/05/2018;10.8;17;0.5;3.66;2207.520886
10/05/2018;11.9;16.8;0;4.55;2652.015227
11/05/2018;5.4;21.8;0.5;3.53;2190.999384
12/05/2018;10.3;13;8.5;1.65;915.1486862
13/05/2018;6.7;14.7;0.5;3.45;2370.946831
14/05/2018;6.9;15.6;0;2.41;1594.353152
15/05/2018;12.2;17;0;4.38;2493.362541
16/05/2018;10.4;20.2;0;4.28;2575.982114
17/05/2018;13;20.3;0;4.07;2031.850849
18/05/2018;10;23.8;0;5.28;2746.084734
19/05/2018;9.5;23.2;0;5.46;2710.2272
20/05/2018;10.1;24.8;0;5.45;2728.493301
21/05/2018;12.7;25.2;0;5.42;2862.201066
22/05/2018;10.5;23.4;0;4.66;2676.194117
23/05/2018;12.6;24.2;0;5.09;2730.123507
24/05/2018;11.6;25.1;0;4.81;2588.040305
25/05/2018;13.8;18.5;14.5;0.96;869.0096816
26/05/2018;14.8;24.5;0;4.23;2123.132599
27/05/2018;14;21.7;0.5;4.5;2515.209378
28/05/2018;14.9;24.5;11.5;3.76;1858.557527
29/05/2018;17;18.7;0;1.83;878.183771
30/05/2018;15.7;21.4;0;4.4;2328.456483
31/05/2018;13.6;19.4;0.5;1.93;1057.702423
01/06/2018;12.9;22.3;0;4.3;2398.715055
02/06/2018;12.8;25.9;0;5.3;2728.853808
03/06/2018;16.7;27.1;5;3.61;1574.932684
04/06/2018;15.9;21.1;1.5;2.47;1340.430471
05/06/2018;15.2;20.6;0;2.82;1525.836892
06/06/2018;17.2;22;0;4.34;2141.982842
07/06/2018;15;23;0;4.3;2231.854165
08/06/2018;13.6;27.6;0;4.5;2275.276941
09/06/2018;18;24.3;7;4.86;2341.862668
10/06/2018;15.8;22.6;5.5;4.5;2357.619559
11/06/2018;16.6;20.9;0.5;2.85;1387.473702
12/06/2018;15.6;21.8;9.5;3.34;1771.41871
13/06/2018;13.5;21.4;0.5;4.08;2227.671759
14/06/2018;13.4;20;18;3.13;1763.53165
15/06/2018;15.8;21.9;0;4.39;2237.89158
16/06/2018;15.3;20.1;0.5;4.96;2591.126787
17/06/2018;14.9;20.4;0;4.26;2235.471966
18/06/2018;16.7;21.4;0;4.28;2159.330617
19/06/2018;13.1;27.5;0;5.43;2715.000236
20/06/2018;17.4;31.9;0;6.42;2767.975075
21/06/2018;18;27.9;0;6.83;2850.850358
22/06/2018;12.8;24.2;0;7.13;2978.770151
23/06/2018;12.5;26.3;0;6.84;2926.623728
24/06/2018;13.6;27.1;0;6.19;2627.433927
25/06/2018;13.9;28.2;0;6.86;2867.942004
26/06/2018;16.1;31.3;0;7.26;2884.628981
27/06/2018;18.1;32.1;0;6.63;2686.566754
28/06/2018;17.8;30.4;0;7.5;2862.332703
29/06/2018;17.3;31.1;0;6.94;2649.022644
30/06/2018;16.8;33.7;5;6.48;2718.688393
01/07/2018;19.2;30;0.5;6.19;2695.758943
02/07/2018;19.9;24.5;1.5;3.6;1693.420181
03/07/2018;17.4;26;0;5.26;2556.531367
04/07/2018;15.2;26.3;1.5;3.39;1666.819418
05/07/2018;18.2;23.2;0.5;4.27;2042.516788
06/07/2018;18.8;23.9;6.5;3.25;1509.448452
07/07/2018;15.2;31.5;0;5.09;2315.533764
08/07/2018;18.7;32.7;0;6.8;2657.118946
09/07/2018;16.7;31.2;0;6.26;2638.866287
10/07/2018;17.3;29.5;0;6.11;2621.241775
11/07/2018;16.9;28;0;6.55;2782.632745
12/07/2018;13.6;27.8;0;5.5;2518.879643
13/07/2018;14.6;28;0;5.84;2753.559122
14/07/2018;17.8;31;0;5.45;2251.751206
15/07/2018;17.1;30.9;0;6.1;2652.618677
16/07/2018;18.1;25.2;0;5.62;2568.761753
17/07/2018;17.2;25;0;4.01;1848.038588
18/07/2018;13.5;26.3;1;3.89;1861.369423
19/07/2018;15.9;28.3;15;4.66;2030.499973
20/07/2018;15.3;22.2;0;4.81;2488.384157
21/07/2018;13.9;23.8;0;4.72;2491.159625
22/07/2018;14.1;24.6;0;4.73;2548.759249
23/07/2018;14.8;29.6;0;5.39;2572.32371
24/07/2018;17;28.7;0;5.74;2582.048798
25/07/2018;16.2;26.5;0;5.26;2622.701459
26/07/2018;16.9;28.1;0;5.54;2517.235655
27/07/2018;16.9;23.3;0.5;2.74;1404.654636
28/07/2018;17.8;24;0;5.11;2456.310456
29/07/2018;14.5;26;0;4.28;2124.208129
30/07/2018;18.8;26.8;0;4.78;2200.016216
31/07/2018;17.8;24.5;0;3.86;1811.632166
