Date;TMin;TMax;Pluie;ETP;Rgi_MF
01/02/2022;1.4;8.6;0.4;0.7;240.112455
02/02/2022;6.5;10.5;0.4;0.7;302.2755652
03/02/2022;5.5;6.9;0;0.5;247.9719827
04/02/2022;5;7.7;1.6;0.8;252.020454
05/02/2022;-0.8;7.3;0.2;0.5;616.3752729
06/02/2022;2.3;9.5;20.8;0.5;260.3484321
07/02/2022;1.4;7.2;0;1.1;770.7648219
08/02/2022;0.9;7.3;0;0.2;274.0622169
09/02/2022;2;13.7;0;1.1;761.0088761
10/02/2022;3.1;7;0.4;0.6;277.8900612
11/02/2022;0.6;7.6;0;0.9;642.1964249
12/02/2022;-5.7;6.6;0;0.5;765.7814357
13/02/2022;-2.3;11.9;0;1;773.5347878
14/02/2022;6;9.6;1.6;1.2;399.0950513
15/02/2022;2.5;9.3;4;0.9;654.1526261
16/02/2022;6.1;12.9;9.8;0.5;306.2361838
17/02/2022;9.3;11.7;0.6;2.1;717.118598
18/02/2022;7.8;12.5;1;1.9;316.1750421
19/02/2022;2.8;8.5;0.6;1.8;885.463972
20/02/2022;5.5;10.4;9.7;0.9;326.3357942
21/02/2022;4.4;7.7;4.6;1.2;507.9064021
22/02/2022;5.1;9.3;3;0.9;467.0158506
23/02/2022;0.8;12.7;0;0.9;773.9413854
24/02/2022;3;11.2;3.8;1.3;545.3842154
25/02/2022;0.9;8.5;2;1.2;698.6095137
26/02/2022;-4;7.1;0;0.7;1118.814783
27/02/2022;-0.8;8.8;0;1.7;1148.740407
28/02/2022;-4.1;10.6;0;1.1;1139.7834
01/03/2022;-4.2;10.5;0;1.3;949.8622632
02/03/2022;-1.9;8.8;0;1.2;718.933055
03/03/2022;-3.6;14.1;0;0.9;1202.324574
04/03/2022;-4.2;10.7;0;1.5;1300.846003
05/03/2022;-6.4;8.8;0;1.2;1305.098919
06/03/2022;-5.8;7.3;0;1.5;1302.279058
07/03/2022;-3.8;5.1;0;1.8;1366.571744
08/03/2022;-4.9;9.7;0;1.7;1379.806115
09/03/2022;-6.5;14.8;0;1.1;1368.812492
10/03/2022;-4.5;15;0;1.4;1368.63757
11/03/2022;-1.2;16.6;0.2;2.2;1225.992096
12/03/2022;5.1;13.9;0.2;2.1;818.8499779
13/03/2022;5;13;6.6;1.2;676.1174707
14/03/2022;5.7;14.4;2;2;1271.725864
15/03/2022;4.6;10.5;2.4;0.2;496.1743131
16/03/2022;6.9;13.5;0;1.2;637.3487916
17/03/2022;7.3;10.7;0;1.6;583.3681223
18/03/2022;3.5;13.5;0;3.1;1193.436544
19/03/2022;4.4;13.4;0;3.1;1415.395006
