Date;TMin;TMax;Pluie;ETP;Rgi_MF
01/02/2019;4.7;7.9;3.8;0.72;320.9058701
02/02/2019;1.6;7.6;0;0.99;445.4608418
03/02/2019;-2.5;8.4;0.2;0.86;852.2163326
04/02/2019;-0.7;3.5;9;0.07;281.8399502
05/02/2019;1.7;8.6;1.4;0.16;322.192241
06/02/2019;7.6;11.8;3.6;0.5;318.4829044
07/02/2019;6.6;12.5;0.4;1;683.8023432
08/02/2019;6.1;11.4;3.8;1.24;388.7465402
09/02/2019;6.5;13;7.3;1.08;578.9851343
10/02/2019;5.9;10.7;9;1.52;652.9737056
11/02/2019;1.1;11.9;0;0.89;628.7906498
12/02/2019;2.3;12.4;0.2;0.8;986.3992065
13/02/2019;2.2;12.5;0.2;1.39;1060.801703
14/02/2019;3.2;15.5;0;1.36;1045.892513
15/02/2019;4.5;16.2;0;1.5;1073.540096
16/02/2019;4.4;17.4;0;1.55;1045.901866
17/02/2019;5.8;17.4;0;2.84;1052.666715
18/02/2019;5.5;15.9;0.2;1.37;970.8129849
19/02/2019;7.3;11.8;0;0.93;507.1151738
20/02/2019;4;14.3;0.4;1;891.8700296
21/02/2019;1.6;17.7;0;1.27;1073.141388
22/02/2019;7.5;19.3;0;1.98;1151.963244
23/02/2019;6.2;18.4;0;2.23;1199.244383
24/02/2019;4.3;15.2;0;1.34;1174.905501
25/02/2019;4.4;18;0;1.68;1186.750326
26/02/2019;5.8;20.8;0;1.92;1240.813966
27/02/2019;8.3;23.8;0.2;2.31;1269.355723
28/02/2019;5;15;1;1.3;657.9910894
01/03/2019;6.4;13.7;6.1;1.61;801.6186226
02/03/2019;7.6;15;0.2;1.47;1003.808667
03/03/2019;9.3;17.1;4.6;2.91;999.7239454
04/03/2019;7.7;13.1;5;2.67;1080.867616
05/03/2019;5.6;14.8;1.8;1.89;1005.407093
06/03/2019;9.5;12.1;21.1;1.63;469.0610016
07/03/2019;6;12.2;3.2;1.69;975.6029475
08/03/2019;2.3;13.5;5.8;1.18;1151.011975
09/03/2019;9.2;13;6;0.39;487.166796
10/03/2019;9.5;14.8;0.8;2.6;1103.679463
11/03/2019;2.5;13.5;0.2;2.12;1509.511859
12/03/2019;2.4;13.8;1.6;1.65;1083.649968
13/03/2019;3.8;12.8;0;2.08;1366.869444
14/03/2019;4.6;11.3;2.8;1.05;611.0261012
15/03/2019;9.8;13.3;1.6;1.1;523.7288478
16/03/2019;8.5;15.1;4;2.19;1202.222662
17/03/2019;6;11.9;2.4;2.42;1409.968904
18/03/2019;0;12.6;2.4;1.15;1117.86311
19/03/2019;3.8;12.3;0;1.61;1315.157708
20/03/2019;3.1;15.2;0;1.99;1650.197299
21/03/2019;5.2;16.9;0;2.64;1815.751865
22/03/2019;3.5;18.7;0;2.34;1867.174658
23/03/2019;6.4;20.9;0.2;2.85;1858.71341
24/03/2019;5.5;15.8;0;2.35;1731.581021
25/03/2019;4;13.8;0;2.36;1601.429985
26/03/2019;2.2;14.5;0;2.76;1976.702322
27/03/2019;3;14.8;0;2.66;1917.311385
28/03/2019;4.3;16.3;0;2.82;1917.821289
29/03/2019;4.7;19.4;0;3.14;1861.402789
30/03/2019;8.1;20.2;0;3.71;1930.437487
31/03/2019;7.9;21.5;0;3.47;1957.15282
01/04/2019;8.4;19.2;0;2.85;1486.781026
02/04/2019;8.1;15;6.2;2.32;985.6036454
03/04/2019;2.4;10.3;1.8;1.86;1454.322126
04/04/2019;-1.5;12.5;0.2;1.76;1729.39911
05/04/2019;6.6;14.5;0.2;2.92;1080.825845
06/04/2019;5.7;10.2;6.6;0.95;655.5876341
07/04/2019;3.2;16.1;0;2.28;1976.197499
08/04/2019;4.6;17.1;0.2;1.86;1482.251884
09/04/2019;1.8;18.5;0;2.37;1902.852338
10/04/2019;5.3;16.4;0.2;2.22;2044.227258
11/04/2019;5.5;16.9;0;3.11;2028.901065
12/04/2019;3;16.6;0;3.01;2292.527278
13/04/2019;1.5;13.9;0;3;2195.827881
14/04/2019;2.9;13.7;0;3.91;1928.465977
15/04/2019;4.7;16.3;2;3.42;1385.379709
16/04/2019;9.7;18.3;0.2;3.26;1859.047956
17/04/2019;8.1;20.7;0;3.77;1701.084018
18/04/2019;11.5;23.2;0;3.85;2053.291686
19/04/2019;12.3;25.9;0;4.75;2259.976776
20/04/2019;10.8;24.7;0.2;4.08;2244.17819
21/04/2019;9;21.1;0;3.08;1790.060797
22/04/2019;10.3;21.6;0;3.24;1210.49873
23/04/2019;13.5;17.8;15.3;2.63;949.8450165
24/04/2019;8.7;15.6;27.3;2.53;1287.831193
25/04/2019;7.8;15.8;3.8;2.84;1625.488775
26/04/2019;7.7;15.6;5.2;2.5;1638.821006
