Date;TMin;TMax;Pluie;ETP;Rgi_MF
01/02/2020;8;17.2;3;0.79;548.6753876
02/02/2020;9.1;21.8;0;1.42;844.379071
03/02/2020;10.9;21.1;2;1.28;842.3327812
04/02/2020;8.3;12.6;0;1.72;637.091516
05/02/2020;1.5;10.4;0;0.77;1016.99035
06/02/2020;-0.3;11.8;0.3;0.83;1049.451162
07/02/2020;5.4;12.8;0;1.01;841.0885079
08/02/2020;3.6;15.2;0;0.99;899.8761809
09/02/2020;4.8;15.9;0;0.94;899.3595947
10/02/2020;9.8;15.6;0;1.19;478.3208318
11/02/2020;10.9;13.2;0.5;1.6;416.4031424
12/02/2020;6.8;13.6;0;1.03;720.3264322
13/02/2020;5.6;17.7;0;1.42;686.1381853
14/02/2020;7.4;14.9;0;1.08;883.8833822
15/02/2020;3.3;16.8;0;1.3;1107.564719
16/02/2020;8.9;15.4;0;1.63;857.484719
17/02/2020;9.5;12.6;1.4;0.71;372.5526995
18/02/2020;3.5;12.9;0.3;1.06;967.5182913
19/02/2020;3.4;14.1;0;1.32;897.1859878
20/02/2020;2.4;18;0;1.5;1277.554912
21/02/2020;4.3;12.3;0;1;607.7438965
22/02/2020;1.1;16.4;0;1.07;1268.716364
23/02/2020;2.8;16.6;0;1;1095.788277
24/02/2020;1.6;19.5;0.4;1.31;1119.275045
25/02/2020;6.1;13.8;6;1.5;594.0228162
26/02/2020;6.7;10.2;10;1.37;687.8458352
27/02/2020;5.2;14.2;9;0.98;424.3563664
28/02/2020;7.5;15.9;0;1.32;759.7319263
29/02/2020;8.6;15.6;0;1.69;595.3490481
01/03/2020;6.2;15.8;12;1.73;1067.85348
02/03/2020;5.7;11.4;9;1.78;851.4907295
03/03/2020;4.5;12.4;19;0.96;489.29673
04/03/2020;4.7;13.8;5;0.44;495.0203869
05/03/2020;9;13;8.1;1.46;531.3225187
06/03/2020;3.9;8.8;11;1.2;856.4976508
07/03/2020;4.5;12.4;0;1.74;1177.958644
08/03/2020;6.1;15.8;2.7;1.9;1150.605881
09/03/2020;7.3;11.8;4.2;1.81;932.3563526
10/03/2020;7.1;16.2;0;1.92;1170.769275
11/03/2020;6.8;16.8;0;1.61;1410.702509
12/03/2020;7.4;13.8;2.3;0.82;653.3671664
13/03/2020;7.7;12.9;0;2.36;1284.150523
14/03/2020;3.9;13.7;0;1.69;1451.868664
15/03/2020;3.2;15.9;1.1;1.81;1790.709639
16/03/2020;9.2;11.7;3.1;1.24;564.4850481
17/03/2020;9.5;13.9;0;1.21;644.1790186
18/03/2020;7.1;20.1;0;2.06;1651.454583
19/03/2020;8;20.4;0;3.05;1668.314138
20/03/2020;7.8;19.2;0;3.5;1834.228262
21/03/2020;7.4;18.5;0;2.63;1892.669206
22/03/2020;8;19;0;2.37;1580.311108
23/03/2020;7.4;17.4;0;1.99;1263.045728
24/03/2020;6.9;17.9;0;2.79;1910.689554
25/03/2020;5.7;16.3;0;3.33;1989.367044
26/03/2020;3.7;11.2;0;1.93;1407.940657
27/03/2020;1;14.9;0;2.11;1983.762553
28/03/2020;6.2;17.5;0;2.78;1975.145936
29/03/2020;5.3;15.3;0;2.54;1290.178224
30/03/2020;1.6;7.9;1.6;1.22;800.7266818
31/03/2020;2.5;15.8;0;2.28;1668.568067
01/04/2020;9.3;14.7;0;3.44;1653.910684
02/04/2020;4.2;15.9;0;2.2;1530.551233
03/04/2020;5.5;15.7;0;3.17;2201.060033
04/04/2020;2.4;20.8;0;3.31;2268.134781
05/04/2020;8.2;22.2;0;4.58;2248.238926
06/04/2020;10.1;18.6;0;4.2;1110.350258
07/04/2020;10.6;20.2;0;4.35;1593.893534
08/04/2020;9.8;22;0;3.62;1925.637795
09/04/2020;8.4;23.6;0;4.44;2269.047095
10/04/2020;9.9;24.9;0;4.6;2296.356139
11/04/2020;8;22.7;0;3.6;2224.647046
12/04/2020;10.6;21.2;0.7;3.1;1531.037121
13/04/2020;10.8;16.8;1.7;2.62;1128.017871
14/04/2020;8.4;22.9;0;3.74;2288.496486
15/04/2020;10;22.4;0;4.57;2074.911086
16/04/2020;11.6;20.9;0;4.15;1934.819203
17/04/2020;12.8;19.3;1.7;3.44;1567.680811
18/04/2020;13.3;21.5;1.9;3.19;1477.786401
19/04/2020;13.3;17.9;2.7;1.63;843.6966076
20/04/2020;12.8;17;12;1.89;1051.706363
21/04/2020;13.2;16.8;8;1.21;756.6582659
22/04/2020;12;15.3;0;0.97;761.2068561
23/04/2020;11.9;17.2;0;1.91;1066.942329
24/04/2020;8.5;24;0;3.44;2256.397527
25/04/2020;12.9;24.7;0;4.2;2062.033331
26/04/2020;13;21.9;0;2.77;1322.76008
27/04/2020;12.5;17.1;14;1.56;871.0105423
28/04/2020;11.5;18.1;0;3.24;1607.852781
29/04/2020;9.2;21.7;0;3.66;2241.513398
30/04/2020;11.5;20.1;4.2;3.53;1821.234185
01/05/2020;11.4;19.3;3.8;1.79;1082.302885
02/05/2020;14.4;21.3;0.7;2.9;1408.710781
03/05/2020;12.8;24.5;0;3.94;2528.698118
04/05/2020;13.6;27.5;0;4.84;2563.658146
05/05/2020;15.3;25.1;0;5.35;2365.991181
06/05/2020;13;25.9;0;4.44;2636.173972
07/05/2020;12.5;26.5;0;4.49;2408.000424
08/05/2020;14.9;25.2;0;4.92;2345.536534
09/05/2020;14;23.8;0;4.16;1983.063354
10/05/2020;14.1;16.3;36;1.24;832.3846245
11/05/2020;12.5;14.5;3.3;1.54;835.6926884
12/05/2020;8.8;14.3;1.3;1.3;841.0387918
13/05/2020;11.2;18.1;0;2.14;1226.189604
14/05/2020;11.8;17.9;7.5;1.8;1031.867185
15/05/2020;12.3;17;0;2.1;1033.440235
16/05/2020;11.4;20.6;0;3.73;1881.265524
17/05/2020;10.7;22.1;0;4.94;2760.793386
18/05/2020;10.9;23.7;0;4.87;2834.284518
19/05/2020;11.8;25.7;0;5.37;2803.55644
20/05/2020;12.4;28.3;0;5.19;2845.414279
21/05/2020;14.7;28.6;0;5.18;2577.597888
22/05/2020;15.6;28.3;0;4.67;2652.137998
23/05/2020;13.7;18.9;0.7;2.45;923.0338786
24/05/2020;9.6;22.9;0;3.93;2559.200366
25/05/2020;10.4;26;0;4.69;2902.402856
26/05/2020;13.1;27.1;0;5.14;2734.881382
27/05/2020;13.3;28.8;0;5.3;2855.261931
28/05/2020;14.5;28.8;0;5.53;2858.942371
29/05/2020;13.9;29.4;0;5.62;2862.222954
30/05/2020;15.3;28.3;0;5.74;2850.797786
31/05/2020;15.4;27;0;5.71;2805.463588
01/06/2020;16.6;25.6;2.8;3.62;1615.068623
02/06/2020;14.8;28;0;4.92;2655.336428
03/06/2020;14.6;24.1;0;3.49;1659.393438
04/06/2020;14.7;20.7;12;3.87;1824.261442
05/06/2020;12;19.2;0;2.28;1221.267733
06/06/2020;14;22.7;10;3.49;1599.288852
07/06/2020;11.9;19.5;0;3.79;1800.04112
08/06/2020;10.9;20.5;0;3.82;2146.416152
09/06/2020;12.5;20.1;10;2.58;1492.035782
10/06/2020;11.8;20.9;0.5;3.74;1898.219563
11/06/2020;11.6;20;10;2.58;1242.350862
12/06/2020;10.3;23.6;6.2;4.32;2553.774869
13/06/2020;11.1;22.2;0.3;3.95;2109.076568
14/06/2020;12;23.7;5.2;4.36;2377.561057
15/06/2020;13.3;23.4;0;4.19;2226.464435
16/06/2020;12.5;22.7;0;3.23;1817.587743
17/06/2020;11.4;22.2;2;4.1;2273.370432
18/06/2020;11;22.8;0;3.46;2005.707781
19/06/2020;12.6;24;0;4.7;2579.873774
20/06/2020;13.5;26.6;0;4.83;2505.601953
21/06/2020;13.8;27.6;0;5.48;2802.104973
22/06/2020;16;26.9;0;5.07;2146.266559
23/06/2020;13.9;30.9;0;5.86;2888.227623
24/06/2020;18.3;33.9;0;6.86;2681.193845
25/06/2020;18.5;32.9;7.5;6.5;2482.859796
26/06/2020;17.6;29.8;25;5.06;2112.848805
27/06/2020;16.9;28.7;0;5.03;2278.878318
28/06/2020;19.5;27.1;0;5.16;1931.991427
29/06/2020;18.2;22.7;0;3.87;1468.276518
30/06/2020;13.5;28.5;0.7;5.23;2832.263703
01/07/2020;17.5;27.3;0;4.22;2017.44986
02/07/2020;17.5;21.4;0;3.27;1143.349595
03/07/2020;13.6;23.7;0;4.55;2190.21363
04/07/2020;12.3;26.2;0;4.81;2738.955018
05/07/2020;14.7;29.6;0;5.56;2810.430364
06/07/2020;17.5;25.5;0;4.74;1839.560069
07/07/2020;12.8;27;0;5.76;2831.09007
08/07/2020;13.4;30.8;0;5.91;2853.979595
09/07/2020;15.2;33.2;0;6.08;2636.527809
10/07/2020;18.4;27.2;2.8;5.12;2015.167299
11/07/2020;16.7;27.7;0;5.6;2263.428653
12/07/2020;14.9;27.2;0;4.67;2133.360943
13/07/2020;17.6;29.7;0;7.5;2743.343583
14/07/2020;15.7;26.7;2.8;5.89;2330.490043
15/07/2020;15.5;23.3;0.6;3.7;1372.712258
16/07/2020;13.8;21.4;0;2.68;1239.798591
17/07/2020;15.3;24.8;0;4.05;1489.512506
18/07/2020;14.8;29.9;0;5.8;2818.188225
19/07/2020;15;33.6;0;6.28;2791.849775
20/07/2020;17.9;33;0;6.29;2502.288188
21/07/2020;17.8;33.1;2.5;6.47;2567.083439
22/07/2020;19;32.9;0;6.63;2399.956327
23/07/2020;18.9;31.9;0;6.58;2370.108104
24/07/2020;18.3;29.2;0;7.28;2639.084489
25/07/2020;14.8;30.1;0;5.69;2666.716525
26/07/2020;16.4;28.9;0;4.75;1954.570038
27/07/2020;17.2;38.3;0;7.06;2564.370578
28/07/2020;19.3;26.8;0;4.4;1533.10508
29/07/2020;19.3;31.4;0;5.95;2293.950171
30/07/2020;19.4;36.4;0;7.5;2526.710862
31/07/2020;21.3;37.3;0;8.02;2493.562342
