Date;TMin;TMax;Pluie;ETP;Rgi_MF
01/02/2019;2.4;7.8;7.4;0.6;364.4491332
02/02/2019;0.5;4.3;0;0.98;525.1878181
03/02/2019;-1.8;6.1;0.2;0.78;844.424046
04/02/2019;-4.1;3.7;10.6;0.06;287.7502215
05/02/2019;1.7;9.1;1.2;0.13;403.6595562
06/02/2019;7.8;12.6;1.4;0.5;374.0646092
07/02/2019;7.4;12.2;2.2;0.88;659.666901
08/02/2019;5.2;11.5;2.2;1.13;554.9453119
09/02/2019;6.4;12.7;1;1.03;565.4640665
10/02/2019;6.2;11;5.6;1.53;611.4527265
11/02/2019;-0.4;10.4;0.2;0.87;678.7304178
12/02/2019;-2.1;11.6;0.2;0.53;1019.724248
13/02/2019;0.9;14.1;0;1.27;1106.896395
14/02/2019;-0.3;16.2;0.2;1.46;1084.180869
15/02/2019;-0.2;18.7;0;1.6;1115.018739
16/02/2019;-0.7;18.1;0.2;1.76;1093.399675
17/02/2019;3.8;18.7;0;2.75;1100.160981
18/02/2019;4.5;16.7;0;1.55;995.9529924
19/02/2019;4.3;14.8;0.2;0.91;597.7898534
20/02/2019;0.6;16.1;0.2;1.02;947.8403506
21/02/2019;0.8;19.1;0;1.43;1129.13052
22/02/2019;2.2;18.9;0.2;2.12;1204.76578
23/02/2019;5.2;16.3;0;2.28;1239.279828
24/02/2019;2.7;15.6;0.2;1.16;1203.227647
25/02/2019;0.5;19.8;0;1.47;1228.900563
26/02/2019;2;22.1;0.2;1.88;1291.83245
27/02/2019;2.5;24.7;0.2;2.4;1309.019977
28/02/2019;4.9;16;0.4;1.46;810.3946902
01/03/2019;7.3;12.4;1.8;1.32;805.4176641
02/03/2019;4.4;15.4;0;1.41;1104.424948
03/03/2019;8.5;19.1;4.4;2.92;1189.671292
04/03/2019;7.1;12.5;2;2.59;1070.460315
05/03/2019;5.7;15.4;0;2.08;1145.263474
06/03/2019;8.9;15.5;16.3;1.79;474.8240742
07/03/2019;6.5;12.9;5.6;1.6;981.9732049
08/03/2019;6.9;13.9;2.4;1.52;1185.057352
09/03/2019;8.5;13.4;9.6;0.29;492.8052559
10/03/2019;10.5;15.3;1.2;2.32;1118.627437
11/03/2019;1.5;12.2;0.2;1.84;1477.360814
12/03/2019;-0.8;15.2;4.2;1.78;1183.101871
13/03/2019;3.5;12.3;1.2;1.92;1338.03968
14/03/2019;5.5;11.8;3.8;1;767.2859451
15/03/2019;9.2;12.7;5.6;1.02;639.3929186
16/03/2019;8.1;15.4;0.2;2.24;1383.595079
17/03/2019;6.9;11.2;5.8;2.46;1428.220964
18/03/2019;-0.4;13;2.8;1.42;1153.291678
19/03/2019;5.2;11.8;0;1.58;1373.416958
20/03/2019;0.8;13.6;0.2;2.07;1722.692476
21/03/2019;3.1;15.4;0;2.8;1899.85159
22/03/2019;-0.7;19.7;0.2;2.53;1923.569243
23/03/2019;0.6;20;0;3;1960.390427
24/03/2019;3.8;15.5;0;2.66;1869.928879
25/03/2019;3.2;12.4;0;2.54;1666.755245
26/03/2019;1.6;12.8;0;2.92;2039.04538
27/03/2019;1.5;13.9;0;2.91;2006.599401
28/03/2019;3;15.4;0;2.97;2020.580795
29/03/2019;1.5;19.3;0;3.19;1952.539382
30/03/2019;5.3;20.7;0;3.96;1996.472999
31/03/2019;3.3;20.3;0;3.69;2005.571999
