Date;TMin;TMax;Pluie;ETP;Rgi_MF
01/02/2022;1.6;8.6;0;0.28;559.7485601
02/02/2022;6.9;8.8;0;0.35;315.6101229
03/02/2022;4.1;10.6;0;0.4;379.7921621
04/02/2022;6.9;11.7;0.4;0.43;316.9308371
05/02/2022;5.1;10.6;0;1.08;863.1577345
06/02/2022;1.3;10.2;0;0.46;620.5451429
07/02/2022;7.5;12.7;1.2;1.15;565.522602
08/02/2022;2.6;13;0;1.03;1095.125261
09/02/2022;3.8;17;0;1.3;1094.986452
10/02/2022;4.6;17.9;0.2;1.02;996.1378579
11/02/2022;7.7;11.9;0;1.21;558.6520015
12/02/2022;0.2;12.6;0.2;0.93;856.8860866
13/02/2022;6.1;17;2;1.33;1030.931956
14/02/2022;6.7;9.9;11.4;1.01;607.2839695
15/02/2022;4.7;11.4;2.4;0.79;590.9674644
16/02/2022;8;12.5;3.6;0.98;463.1832456
17/02/2022;11.1;13.7;0.6;1.05;478.7413923
18/02/2022;8.6;16.9;0;1.36;890.3653527
19/02/2022;6.7;11.7;0;1.54;976.7576455
20/02/2022;4.4;12.5;1.4;0.54;548.1504933
21/02/2022;9.2;12.8;2.8;1.99;767.6575427
22/02/2022;7.3;15.1;0;1.63;1152.873149
23/02/2022;5.9;15.6;0;1.32;1252.800861
24/02/2022;6.6;14.3;0.2;0.99;598.6339815
25/02/2022;3.5;11.3;0;1.55;1157.788446
26/02/2022;1.7;13.7;0;2.05;1436.585281
27/02/2022;2.8;17.4;0;1.56;1043.669607
28/02/2022;4.6;17.8;0;1.61;1349.785426
01/03/2022;4.7;17.6;0;1.85;1454.831063
02/03/2022;6.8;13.3;0.2;0.83;507.4864462
03/03/2022;6.7;17.2;0.6;1.44;1138.437632
04/03/2022;8;8.7;3.4;0.62;486.467549
05/03/2022;5.7;9.6;0;1.44;808.9108193
06/03/2022;4.5;11.3;0;1.64;988.0606776
07/03/2022;-0.1;12.4;0;1.24;1519.246255
08/03/2022;4.2;12.4;0.8;1.12;860.4187737
09/03/2022;4.3;15.8;0;1.76;1519.004512
10/03/2022;9;15.2;1.4;1.73;925.782957
11/03/2022;9.1;14.8;20.4;1.32;592.7238088
12/03/2022;7.2;12.4;1.2;1.48;976.6176169
13/03/2022;7.2;12.8;3.8;1.48;895.9770123
14/03/2022;4.6;14;0;1.26;728.6674619
15/03/2022;12.2;16.8;0;3.19;1211.301138
16/03/2022;11.7;15.4;0;1.79;728.6856303
17/03/2022;10.3;12.6;1.2;1.13;562.2931485
18/03/2022;6.8;12.7;0;1.38;807.9165749
19/03/2022;7.2;16;0;2.45;1637.901232
20/03/2022;8.7;17.4;0;2.46;1159.620912
21/03/2022;10.2;17.4;0;3.47;1722.182935
22/03/2022;7.7;17;0;3.79;1643.033809
23/03/2022;6.9;16.9;0;3.14;1908.547261
24/03/2022;5.5;17.7;0;2.55;1912.022056
25/03/2022;5.8;19.1;0;3.17;1679.926604
26/03/2022;6.4;19.3;0;3.56;1907.369842
27/03/2022;6.5;20.6;0;3.25;1870.068152
28/03/2022;8.1;20.4;0;2.91;1466.203175
29/03/2022;8.9;18;1;2.07;1034.568057
30/03/2022;9.4;13.4;0.8;1.36;658.5794079
31/03/2022;8.2;14.1;1.6;2.44;1289.711971
01/04/2022;0.2;8.8;0;2.28;1564.369412
02/04/2022;0.9;8.6;0;2.53;1422.563203
03/04/2022;-1.2;7.8;0;1.33;1132.510007
04/04/2022;-0.6;10.7;0;2;2024.445889
05/04/2022;0.2;15.6;0;2.27;2198.193654
06/04/2022;7;11.5;1.2;0.91;675.7569172
07/04/2022;8.6;18.9;8.6;2.83;1383.930294
08/04/2022;10.4;20.3;1;3.16;1161.827232
09/04/2022;7.6;15.4;0;2.93;1761.335358
10/04/2022;4.9;19.7;0;3.38;2270.697371
11/04/2022;9.9;20;0;3.99;1964.305794
12/04/2022;11.5;18.1;5.2;2.9;1025.462301
13/04/2022;11.7;14.7;2;1.1;712.4747382
14/04/2022;7.7;21.7;0.2;3.15;2139.196763
15/04/2022;10.8;22.7;0;2.9;1727.307027
16/04/2022;10.5;23.8;0;3.85;2177.340171
17/04/2022;9.6;23.2;0;3.73;2111.312362
18/04/2022;10.5;19.9;0;2.72;1327.744962
19/04/2022;9.2;11.9;17;0.9;742.1242112
20/04/2022;8.1;14;5.2;1.16;806.5629463
21/04/2022;8.7;14.7;0;1.23;804.8029732
22/04/2022;9.5;19.1;0.4;2.95;1822.388504
23/04/2022;9.4;12.1;16;0.81;760.8247724
24/04/2022;9;16;0.2;2.01;1073.651112
25/04/2022;8.3;19.3;0;2.6;1992.887896
26/04/2022;8.5;22.2;0;3.47;2447.431602
27/04/2022;13;21.3;0;2.65;1537.294383
28/04/2022;12.8;18;0;1.72;896.3995834
29/04/2022;10.9;20.6;0;2.62;1775.792512
30/04/2022;11.4;22;0.2;3.67;2025.119299
01/05/2022;10.6;20.9;0;3.46;1947.129378
02/05/2022;11.4;19.7;0;3.24;1539.465972
03/05/2022;11.7;20.9;0.4;3.09;1475.267179
04/05/2022;12.2;19.1;0.4;3.07;1407.282466
05/05/2022;9;21.3;0;3.92;2105.034737
06/05/2022;8.6;21.8;0;3.61;1992.368552
07/05/2022;10.5;23.3;0.6;4.19;2265.81579
08/05/2022;11.4;24.8;0;4.58;2478.815203
09/05/2022;11.7;26.5;0;4.52;2654.641833
10/05/2022;11.7;29;0.2;4.96;2592.258335
11/05/2022;11.5;30.9;1;5.24;2542.619003
12/05/2022;12.7;21.4;0;2.69;1348.575766
13/05/2022;14.5;25.8;0;3.44;1827.221872
14/05/2022;15.6;29.3;0.6;4.52;2337.512031
