Date;TMin;TMax;Pluie;ETP;Rgi_MF
01/02/2019;6.1;14.1;6.8;1.52;832.5260629
02/02/2019;4;5.8;1.2;0.74;307.8801119
03/02/2019;0.7;7.1;0;1.44;731.233646
04/02/2019;-2.6;9.7;7.1;0.57;792.032709
05/02/2019;4.2;11.5;2;0.13;319.8172184
06/02/2019;9.8;12.8;0;0.89;435.7832887
07/02/2019;6.3;12.4;1.6;0.79;362.5348492
08/02/2019;2.2;13.6;0;0.77;917.6051006
09/02/2019;4.8;15.5;0;1.13;890.505641
10/02/2019;4.8;12.7;1.5;1;341.0384932
11/02/2019;5.5;11.6;1.4;1.35;807.9793686
12/02/2019;1.6;11.6;0;0.86;1128.957174
13/02/2019;-0.6;14;0;1.16;1183.879159
14/02/2019;5.8;14.4;0;1.44;1171.766963
15/02/2019;6;15.6;0;1.73;1193.729281
16/02/2019;3.2;15.9;0;1.38;1198.323491
17/02/2019;5.5;15.4;0;1.72;1232.380706
18/02/2019;6.7;16;0;1.98;1222.458549
19/02/2019;5;11.4;0;0.74;596.9492105
20/02/2019;2.2;15.7;0;1.17;1238.490476
21/02/2019;2;18.8;0;1.56;1250.252167
22/02/2019;3.6;19.8;0;1.78;1281.898304
23/02/2019;4.8;20;0;1.87;1297.234549
24/02/2019;4.5;18.8;0;1.9;1281.708314
25/02/2019;3.3;19.3;0;1.62;1324.03893
26/02/2019;3.6;21;0;1.86;1351.121821
27/02/2019;5.3;24.6;0;2.52;1416.903785
28/02/2019;7.5;16.2;0;1.72;1037.950544
01/03/2019;6.6;13.3;0;1.4;671.0055303
02/03/2019;6.5;16.5;0.3;2.02;921.866931
03/03/2019;3.8;22.1;0;2.42;1440.529742
04/03/2019;8.1;13.9;0;2.1;665.2277821
05/03/2019;6;17.2;0;2.37;1572.553584
06/03/2019;9.1;19.5;0.8;3.04;889.5687522
07/03/2019;7;15.7;0;2.92;1520.967267
08/03/2019;4.4;13.7;0;1.44;879.8036833
09/03/2019;5.7;16.7;0.6;0.95;810.5787625
10/03/2019;8.8;15.4;1.4;1.07;667.6435407
11/03/2019;5.7;14.5;0;2.18;1298.825643
12/03/2019;1.6;19.6;1.5;2.33;1615.029888
13/03/2019;5.6;11.4;3;1.52;1143.9453
14/03/2019;6.9;12.9;0.4;1.82;1032.062166
15/03/2019;8.1;13.2;0;1.85;836.3307438
16/03/2019;6.7;20;0;2.66;1827.797898
17/03/2019;7;14.9;1.5;1.78;866.2582021
18/03/2019;4.6;13.5;4.2;2.33;1425.880169
19/03/2019;5.1;11.5;0.3;1.78;977.05094
20/03/2019;1.8;15;0;2.27;1936.975262
21/03/2019;2.1;16.1;0;2.17;1960.999222
22/03/2019;1.9;19.4;0;2.43;1936.346902
23/03/2019;5.3;21.9;0;2.92;1903.449847
24/03/2019;6.2;21.1;0;3.04;1998.996421
25/03/2019;4.2;16;0;2.77;1823.773543
26/03/2019;1.6;15.5;0;2.7;2102.849892
27/03/2019;0.6;16.4;0;2.55;2091.665216
28/03/2019;3.4;17.7;0;2.56;2082.721601
29/03/2019;2.6;20.8;0;3.32;2049.420088
30/03/2019;7.8;18.5;0;3.81;2078.676546
31/03/2019;6.1;19;0;2.73;1920.585447
01/04/2019;7.3;19.9;4.7;2.77;1753.470118
02/04/2019;10.7;16.6;9;2.2;999.8378445
03/04/2019;6.7;10.2;3.9;1.79;853.9723024
04/04/2019;2.9;13.1;0;2.61;1789.025302
05/04/2019;5.1;16.7;7;2.89;1764.255824
06/04/2019;6;9.7;4;1.06;727.3273878
07/04/2019;4.6;14.6;0;2.03;1504.735667
08/04/2019;4.8;16.2;5.1;1.78;1244.079965
09/04/2019;7;17.6;0;2.91;2027.636835
10/04/2019;6.9;17.5;0;2.89;1581.716188
11/04/2019;8.5;13.1;0.7;1.78;770.440171
12/04/2019;7.3;17;0;3.66;2331.981514
13/04/2019;4.3;17.9;0;3.31;2411.062619
14/04/2019;5;15.5;0;2.42;1329.91178
15/04/2019;4.5;16.2;10;2.86;1555.207201
16/04/2019;9;18;0;3.1;1810.543173
17/04/2019;9.1;16.7;0;2.85;1612.279795
18/04/2019;11.8;17.6;0;4.18;1334.793891
19/04/2019;13.1;21.3;0;6.07;2058.482487
20/04/2019;8;22;0;4.6;2399.468203
21/04/2019;10.1;16.7;0;2.47;915.2222306
22/04/2019;8.5;20.1;0;3.41;1434.442976
23/04/2019;12.5;19.5;11;3.76;1590.723097
24/04/2019;9.5;20.7;3.8;4.24;2089.78926
25/04/2019;10.4;17.3;7;3.2;1471.156267
26/04/2019;7.2;14.4;8;2.04;1441.938597
27/04/2019;8.2;16.2;0;2.82;1467.153067
28/04/2019;8.1;15.8;0;3.14;1760.510054
29/04/2019;8.7;18.6;0;3.36;2170.336612
30/04/2019;5.6;19.6;0;3.51;2675.251098
01/05/2019;6.8;22.7;0;3.9;2511.557784
02/05/2019;11.5;19.9;0;3.71;1664.058733
03/05/2019;8.7;13.5;3.1;2.28;1206.402072
04/05/2019;8.6;15.8;14;3.13;1606.50245
05/05/2019;2.1;13.7;0;2.94;2354.25509
06/05/2019;1.7;17.4;0;3.25;2788.681109
07/05/2019;4.5;22.5;1.1;3.79;2139.963735
08/05/2019;12;20.3;2.7;2.71;1096.449043
09/05/2019;10.4;20.5;1.2;3.77;1946.20357
